Site,Collar#,Year-Month,Month,MonthCount,Week,Day,DateGMT-3,TimeGMT-3,Lat_w84,Long_w84,Altitude,X_mov,Y_mov,TTF,Temperature,DateTime.adeformat,Month2,Month3,Time2,Time3,x_adj,y_adj,Active/Inactive
Caetetus,5658,18-08,8,2,6,40,8/3/2018,3:00,-22.391195,-49.69703,645,0,0,41,29,08/03/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,6,40,8/3/2018,5:00,-22.3911633,-49.697685,540,0,0,30,33,08/03/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,6,40,8/3/2018,7:00,-22.3924833,-49.695205,661,14,6,48,24,08/03/18-07:00,8,8,7,7,0.29,0.13,active
Caetetus,5658,18-08,8,2,6,40,8/3/2018,11:00,-22.39626,-49.6952267,567,7,0,38,26,08/03/18-11:00,8,8,11,11,0.18,0,active
Caetetus,5658,18-08,8,2,6,40,8/3/2018,13:00,-22.3989217,-49.696535,0,38,23,132,25,08/03/18-13:00,8,8,13,13,0.29,0.17,active
Caetetus,5658,18-08,8,2,6,40,8/3/2018,15:00,-22.39703,-49.700115,221,73,27,132,26,08/03/18-15:00,8,8,15,15,0.55,0.2,active
Caetetus,5658,18-08,8,2,6,40,8/3/2018,17:00,-22.3946217,-49.695035,0,54,35,150,25,08/03/18-17:00,8,8,17,17,0.36,0.23,active
Caetetus,5658,18-08,8,2,6,40,8/3/2018,19:00,-22.38847,-49.695245,1340,5,12,75,25,08/03/18-19:00,8,8,19,19,0.07,0.16,active
Caetetus,5658,18-08,8,2,6,40,8/3/2018,21:00,-22.388265,-49.6926333,605,67,26,141,24,08/03/18-21:00,8,8,21,21,0.48,0.18,active
Caetetus,5658,18-08,8,2,6,40,8/3/2018,23:00,-22.3888217,-49.69282,704,31,10,66,24,08/03/18-23:00,8,8,23,23,0.47,0.15,active
Caetetus,5658,18-08,8,2,6,41,8/4/2018,3:00,-22.3885817,-49.6937933,583,0,0,80,33,08/04/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,6,41,8/4/2018,5:00,-22.3883533,-49.6932083,630,0,0,44,31,08/04/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,6,41,8/4/2018,7:00,-22.3883517,-49.693395,632,0,0,63,32,08/04/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,6,41,8/4/2018,9:00,-22.3878167,-49.6898517,649,6,6,42,28,08/04/18-09:00,8,8,9,9,0.14,0.14,active
Caetetus,5658,18-08,8,2,6,41,8/4/2018,11:00,-22.3878617,-49.6897567,614,0,0,62,30,08/04/18-11:00,8,8,11,11,0,0,inactive
Caetetus,5658,18-08,8,2,6,41,8/4/2018,13:00,-22.3888917,-49.68994,0,0,0,167,31,08/04/18-13:00,8,8,13,13,0,0,inactive
Caetetus,5658,18-08,8,2,6,41,8/4/2018,15:00,-22.38551,-49.6868133,635,7,2,30,29,08/04/18-15:00,8,8,15,15,0.23,0.07,active
Caetetus,5658,18-08,8,2,6,41,8/4/2018,17:00,-22.3934467,-49.6835767,632,6,5,32,30,08/04/18-17:00,8,8,17,17,0.19,0.16,active
Caetetus,5658,18-08,8,2,6,41,8/4/2018,19:00,-22.3907833,-49.68294,735,23,13,84,30,08/04/18-19:00,8,8,19,19,0.27,0.15,active
Caetetus,5658,18-08,8,2,7,43,8/6/2018,5:00,-22.3912483,-49.69603,621,0,0,43,31,08/06/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,7,43,8/6/2018,7:00,-22.3908567,-49.6955983,658,0,0,78,28,08/06/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,7,43,8/6/2018,9:00,-22.393085,-49.694995,554,5,2,30,27,08/06/18-09:00,8,8,9,9,0.17,0.07,active
Caetetus,5658,18-08,8,2,7,43,8/6/2018,11:00,-22.395715,-49.69559,540,7,5,65,26,08/06/18-11:00,8,8,11,11,0.11,0.08,active
Caetetus,5658,18-08,8,2,7,43,8/6/2018,17:00,-22.39627,-49.6985233,579,38,12,132,28,08/06/18-17:00,8,8,17,17,0.29,0.09,active
Caetetus,5658,18-08,8,2,7,43,8/6/2018,19:00,-22.3945817,-49.69842,565,4,9,41,28,08/06/18-19:00,8,8,19,19,0.1,0.22,active
Caetetus,5658,18-08,8,2,7,43,8/6/2018,21:00,-22.3924533,-49.6975217,641,0,0,104,31,08/06/18-21:00,8,8,21,21,0,0,inactive
Caetetus,5658,18-08,8,2,7,43,8/6/2018,23:00,-22.3926517,-49.697265,619,0,0,169,34,08/06/18-23:00,8,8,23,23,0,0,inactive
Caetetus,5658,18-08,8,2,7,44,8/7/2018,1:00,-22.3894917,-49.6968167,568,5,0,32,27,08/07/18-01:00,8,8,1,1,0.16,0,active
Caetetus,5658,18-08,8,2,7,44,8/7/2018,3:00,-22.388735,-49.6958883,531,0,0,30,26,08/07/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,7,44,8/7/2018,5:00,-22.39092,-49.6967183,633,0,0,51,28,08/07/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,7,44,8/7/2018,7:00,-22.3910367,-49.6967283,626,0,0,72,32,08/07/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,7,44,8/7/2018,9:00,-22.391175,-49.6970867,688,7,3,30,30,08/07/18-09:00,8,8,9,9,0.23,0.1,active
Caetetus,5658,18-08,8,2,7,44,8/7/2018,11:00,-22.3891317,-49.70112,622,19,9,71,28,08/07/18-11:00,8,8,11,11,0.27,0.13,active
Caetetus,5658,18-08,8,2,7,44,8/7/2018,13:00,-22.3891083,-49.7012733,576,48,18,102,30,08/07/18-13:00,8,8,13,13,0.47,0.18,active
Caetetus,5658,18-08,8,2,7,44,8/7/2018,15:00,-22.391115,-49.7040767,689,18,6,71,30,08/07/18-15:00,8,8,15,15,0.25,0.08,active
Caetetus,5658,18-08,8,2,7,44,8/7/2018,17:00,-22.3870333,-49.714165,655,7,3,42,28,08/07/18-17:00,8,8,17,17,0.17,0.07,active
Caetetus,5658,18-08,8,2,7,44,8/7/2018,19:00,-22.3908567,-49.708625,609,21,8,64,28,08/07/18-19:00,8,8,19,19,0.33,0.13,active
Caetetus,5658,18-08,8,2,7,44,8/7/2018,21:00,-22.3905367,-49.705945,639,0,0,99,32,08/07/18-21:00,8,8,21,21,0,0,inactive
Caetetus,5658,18-08,8,2,7,44,8/7/2018,23:00,-22.3883933,-49.69614,647,3,1,37,26,08/07/18-23:00,8,8,23,23,0.08,0.03,active
Caetetus,5658,18-08,8,2,7,45,8/8/2018,1:00,-22.390825,-49.6964983,530,6,3,32,26,08/08/18-01:00,8,8,1,1,0.19,0.09,active
Caetetus,5658,18-08,8,2,7,45,8/8/2018,3:00,-22.392315,-49.696705,557,7,2,30,29,08/08/18-03:00,8,8,3,3,0.23,0.07,active
Caetetus,5658,18-08,8,2,7,45,8/8/2018,5:00,-22.392035,-49.6958867,638,0,0,43,33,08/08/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,7,45,8/8/2018,7:00,-22.39172,-49.69596,661,0,0,31,31,08/08/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,7,45,8/8/2018,9:00,-22.39161,-49.6958517,596,0,0,30,32,08/08/18-09:00,8,8,9,9,0,0,inactive
Caetetus,5658,18-08,8,2,7,45,8/8/2018,11:00,-22.3906817,-49.69308,633,6,2,35,29,08/08/18-11:00,8,8,11,11,0.17,0.06,active
Caetetus,5658,18-08,8,2,7,45,8/8/2018,13:00,-22.384115,-49.6889083,590,19,2,86,29,08/08/18-13:00,8,8,13,13,0.22,0.02,active
Caetetus,5658,18-08,8,2,7,45,8/8/2018,15:00,-22.3834133,-49.6854183,668,1,0,34,29,08/08/18-15:00,8,8,15,15,0.03,0,inactive
Caetetus,5658,18-08,8,2,7,45,8/8/2018,17:00,-22.3838317,-49.6825433,717,4,0,31,28,08/08/18-17:00,8,8,17,17,0.13,0,active
Caetetus,5658,18-08,8,2,7,45,8/8/2018,19:00,-22.3942717,-49.6837767,1037,15,7,43,29,08/08/18-19:00,8,8,19,19,0.35,0.16,active
Caetetus,5658,18-08,8,2,7,45,8/8/2018,23:00,-22.39265,-49.6803233,728,5,0,30,27,08/08/18-23:00,8,8,23,23,0.17,0,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,1:00,-22.3890717,-49.679755,609,24,21,95,26,08/09/18-01:00,8,8,1,1,0.25,0.22,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,3:00,-22.3930433,-49.681855,459,29,9,58,26,08/09/18-03:00,8,8,3,3,0.5,0.16,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,5:00,-22.3916683,-49.6883367,764,14,18,71,25,08/09/18-05:00,8,8,5,5,0.2,0.25,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,7:00,-22.387275,-49.69135,576,0,0,30,26,08/09/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,7,46,8/9/2018,9:00,-22.38685,-49.6909133,686,0,0,30,30,08/09/18-09:00,8,8,9,9,0,0,inactive
Caetetus,5658,18-08,8,2,7,46,8/9/2018,11:00,-22.386135,-49.6906233,600,3,2,33,28,08/09/18-11:00,8,8,11,11,0.09,0.06,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,13:00,-22.3809683,-49.6862767,496,31,4,70,28,08/09/18-13:00,8,8,13,13,0.44,0.06,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,15:00,-22.3804883,-49.6865217,631,13,2,49,29,08/09/18-15:00,8,8,15,15,0.27,0.04,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,17:00,-22.3869533,-49.690605,695,4,3,30,29,08/09/18-17:00,8,8,17,17,0.13,0.1,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,19:00,-22.38875,-49.69394,626,0,0,41,29,08/09/18-19:00,8,8,19,19,0,0,inactive
Caetetus,5658,18-08,8,2,7,46,8/9/2018,21:00,-22.3873017,-49.6957283,662,4,4,30,26,08/09/18-21:00,8,8,21,21,0.13,0.13,active
Caetetus,5658,18-08,8,2,7,46,8/9/2018,23:00,-22.3884083,-49.6955517,673,0,0,43,29,08/09/18-23:00,8,8,23,23,0,0,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,1:00,-22.3883383,-49.695555,662,0,0,35,33,08/10/18-01:00,8,8,1,1,0,0,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,3:00,-22.389635,-49.6971967,289,0,0,30,30,08/10/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,5:00,-22.3884533,-49.6954183,655,0,0,43,29,08/10/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,7:00,-22.3884083,-49.6951767,709,0,0,30,28,08/10/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,9:00,-22.390275,-49.697375,560,23,2,58,24,08/10/18-09:00,8,8,9,9,0.4,0.03,active
Caetetus,5658,18-08,8,2,7,47,8/10/2018,11:00,-22.3892283,-49.7011967,587,1,1,71,28,08/10/18-11:00,8,8,11,11,0.01,0.01,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,13:00,-22.3899767,-49.7010833,561,0,0,47,32,08/10/18-13:00,8,8,13,13,0,0,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,15:00,-22.38939,-49.70099,692,0,0,138,32,08/10/18-15:00,8,8,15,15,0,0,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,17:00,-22.3924133,-49.6982367,604,20,5,73,30,08/10/18-17:00,8,8,17,17,0.27,0.07,active
Caetetus,5658,18-08,8,2,7,47,8/10/2018,19:00,-22.392495,-49.6970033,608,5,2,30,28,08/10/18-19:00,8,8,19,19,0.17,0.07,active
Caetetus,5658,18-08,8,2,7,47,8/10/2018,21:00,-22.3879117,-49.6950933,675,0,0,40,25,08/10/18-21:00,8,8,21,21,0,0,inactive
Caetetus,5658,18-08,8,2,7,47,8/10/2018,23:00,-22.387255,-49.6943567,630,6,2,30,24,08/10/18-23:00,8,8,23,23,0.2,0.07,active
Caetetus,5658,18-08,8,2,7,48,8/11/2018,1:00,-22.3877733,-49.6895733,509,4,1,47,23,08/11/18-01:00,8,8,1,1,0.09,0.02,active
Caetetus,5658,18-08,8,2,7,48,8/11/2018,3:00,-22.387955,-49.689315,636,0,0,41,31,08/11/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,7,48,8/11/2018,5:00,-22.3882783,-49.6894283,696,1,0,42,31,08/11/18-05:00,8,8,5,5,0.02,0,inactive
Caetetus,5658,18-08,8,2,7,48,8/11/2018,7:00,-22.388285,-49.689155,542,0,0,30,32,08/11/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,7,48,8/11/2018,9:00,-22.38792,-49.6892317,557,0,0,43,30,08/11/18-09:00,8,8,9,9,0,0,inactive
Caetetus,5658,18-08,8,2,7,48,8/11/2018,11:00,-22.3878567,-49.6891017,765,0,0,41,30,08/11/18-11:00,8,8,11,11,0,0,inactive
Caetetus,5658,18-08,8,2,7,48,8/11/2018,15:00,-22.38682,-49.6841617,697,5,0,30,25,08/11/18-15:00,8,8,15,15,0.17,0,active
Caetetus,5658,18-08,8,2,7,48,8/11/2018,17:00,-22.3933833,-49.6836417,577,5,2,39,29,08/11/18-17:00,8,8,17,17,0.13,0.05,active
Caetetus,5658,18-08,8,2,7,48,8/11/2018,19:00,-22.38696,-49.6808233,274,10,2,52,29,08/11/18-19:00,8,8,19,19,0.19,0.04,active
Caetetus,5658,18-08,8,2,7,48,8/11/2018,21:00,-22.3816567,-49.6811267,546,33,16,108,26,08/11/18-21:00,8,8,21,21,0.31,0.15,active
Caetetus,5658,18-08,8,2,7,48,8/11/2018,23:00,-22.3755517,-49.6778567,499,17,4,42,22,08/11/18-23:00,8,8,23,23,0.4,0.1,active
Caetetus,5658,18-08,8,2,7,49,8/12/2018,1:00,-22.376255,-49.68185,646,6,2,30,25,08/12/18-01:00,8,8,1,1,0.2,0.07,active
Caetetus,5658,18-08,8,2,7,49,8/12/2018,3:00,-22.3759683,-49.6820833,677,0,0,110,29,08/12/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,7,49,8/12/2018,5:00,-22.3793433,-49.6853583,679,8,2,42,25,08/12/18-05:00,8,8,5,5,0.19,0.05,active
Caetetus,5658,18-08,8,2,7,49,8/12/2018,7:00,-22.3826717,-49.6877117,653,0,0,40,26,08/12/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,7,49,8/12/2018,9:00,-22.3826383,-49.6875,580,0,0,30,31,08/12/18-09:00,8,8,9,9,0,0,inactive
Caetetus,5658,18-08,8,2,7,49,8/12/2018,11:00,-22.3842183,-49.689765,613,1,1,34,31,08/12/18-11:00,8,8,11,11,0.03,0.03,inactive
Caetetus,5658,18-08,8,2,7,49,8/12/2018,13:00,-22.3879133,-49.69096,636,6,0,46,30,08/12/18-13:00,8,8,13,13,0.13,0,active
Caetetus,5658,18-08,8,2,7,49,8/12/2018,17:00,-22.3975483,-49.6964,551,49,28,152,30,08/12/18-17:00,8,8,17,17,0.32,0.18,active
Caetetus,5658,18-08,8,2,7,49,8/12/2018,19:00,-22.3959517,-49.694975,598,16,11,77,29,08/12/18-19:00,8,8,19,19,0.21,0.14,active
Caetetus,5658,18-08,8,2,7,49,8/12/2018,21:00,-22.388135,-49.695155,625,32,26,146,28,08/12/18-21:00,8,8,21,21,0.22,0.18,active
Caetetus,5658,18-08,8,2,7,49,8/12/2018,23:00,-22.3885,-49.6943717,694,0,0,30,29,08/12/18-23:00,8,8,23,23,0,0,inactive
Caetetus,5658,18-08,8,2,8,50,8/13/2018,1:00,-22.3887733,-49.6932267,586,6,1,30,24,08/13/18-01:00,8,8,1,1,0.2,0.03,active
Caetetus,5658,18-08,8,2,8,50,8/13/2018,3:00,-22.3889067,-49.6893633,592,0,0,36,26,08/13/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,8,50,8/13/2018,5:00,-22.3886717,-49.6893133,689,0,0,31,29,08/13/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,8,50,8/13/2018,7:00,-22.3887367,-49.689405,640,0,1,42,29,08/13/18-07:00,8,8,7,7,0,0.02,inactive
Caetetus,5658,18-08,8,2,8,50,8/13/2018,9:00,-22.3886317,-49.6893467,718,2,2,30,31,08/13/18-09:00,8,8,9,9,0.07,0.07,active
Caetetus,5658,18-08,8,2,8,50,8/13/2018,11:00,-22.3888583,-49.6889567,596,0,0,61,30,08/13/18-11:00,8,8,11,11,0,0,inactive
Caetetus,5658,18-08,8,2,8,50,8/13/2018,13:00,-22.3884033,-49.6897033,1878,2,4,62,32,08/13/18-13:00,8,8,13,13,0.03,0.06,inactive
Caetetus,5658,18-08,8,2,8,50,8/13/2018,15:00,-22.389265,-49.6867733,637,6,1,30,32,08/13/18-15:00,8,8,15,15,0.2,0.03,active
Caetetus,5658,18-08,8,2,8,50,8/13/2018,17:00,-22.3930267,-49.68394,627,13,2,54,30,08/13/18-17:00,8,8,17,17,0.24,0.04,active
Caetetus,5658,18-08,8,2,8,50,8/13/2018,19:00,-22.39257,-49.6803483,629,0,0,55,29,08/13/18-19:00,8,8,19,19,0,0,inactive
Caetetus,5658,18-08,8,2,8,50,8/13/2018,21:00,-22.3922167,-49.6790683,658,3,0,30,29,08/13/18-21:00,8,8,21,21,0.1,0,active
Caetetus,5658,18-08,8,2,8,50,8/13/2018,23:00,-22.3892617,-49.6785483,705,11,0,35,27,08/13/18-23:00,8,8,23,23,0.31,0,active
Caetetus,5658,18-08,8,2,8,51,8/14/2018,1:00,-22.3900567,-49.6786067,692,11,0,67,30,08/14/18-01:00,8,8,1,1,0.16,0,active
Caetetus,5658,18-08,8,2,8,51,8/14/2018,3:00,-22.3879267,-49.6809917,593,11,6,52,25,08/14/18-03:00,8,8,3,3,0.21,0.12,active
Caetetus,5658,18-08,8,2,8,51,8/14/2018,5:00,-22.3866183,-49.6873983,762,4,0,36,25,08/14/18-05:00,8,8,5,5,0.11,0,active
Caetetus,5658,18-08,8,2,8,51,8/14/2018,7:00,-22.3875833,-49.6897483,632,0,0,50,28,08/14/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,8,51,8/14/2018,9:00,-22.38772,-49.6896733,594,0,0,40,32,08/14/18-09:00,8,8,9,9,0,0,inactive
Caetetus,5658,18-08,8,2,8,51,8/14/2018,11:00,-22.3877133,-49.69184,568,6,1,30,28,08/14/18-11:00,8,8,11,11,0.2,0.03,active
Caetetus,5658,18-08,8,2,8,51,8/14/2018,13:00,-22.38721,-49.6920317,640,4,7,38,33,08/14/18-13:00,8,8,13,13,0.11,0.18,active
Caetetus,5658,18-08,8,2,8,51,8/14/2018,15:00,-22.3872733,-49.6890617,0,0,0,142,31,08/14/18-15:00,8,8,15,15,0,0,inactive
Caetetus,5658,18-08,8,2,8,51,8/14/2018,17:00,-22.3858317,-49.6828617,623,0,4,30,31,08/14/18-17:00,8,8,17,17,0,0.13,inactive
Caetetus,5658,18-08,8,2,8,51,8/14/2018,19:00,-22.38376,-49.6904617,562,9,8,39,29,08/14/18-19:00,8,8,19,19,0.23,0.21,active
Caetetus,5658,18-08,8,2,8,51,8/14/2018,21:00,-22.38811,-49.6935167,620,0,0,30,30,08/14/18-21:00,8,8,21,21,0,0,inactive
Caetetus,5658,18-08,8,2,8,51,8/14/2018,23:00,-22.38882,-49.69328,710,2,1,35,30,08/14/18-23:00,8,8,23,23,0.06,0.03,active
Caetetus,5658,18-08,8,2,8,52,8/15/2018,1:00,-22.3884533,-49.6946567,640,0,0,36,29,08/15/18-01:00,8,8,1,1,0,0,inactive
Caetetus,5658,18-08,8,2,8,52,8/15/2018,5:00,-22.3887417,-49.6948883,660,0,0,36,31,08/15/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,8,52,8/15/2018,7:00,-22.3892033,-49.6955383,644,0,0,42,33,08/15/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,8,52,8/15/2018,9:00,-22.3909017,-49.6984333,594,5,4,42,29,08/15/18-09:00,8,8,9,9,0.12,0.1,active
Caetetus,5658,18-08,8,2,8,52,8/15/2018,11:00,-22.3907683,-49.7005667,630,17,8,51,31,08/15/18-11:00,8,8,11,11,0.33,0.16,active
Caetetus,5658,18-08,8,2,8,52,8/15/2018,13:00,-22.3919583,-49.700525,638,1,0,167,33,08/15/18-13:00,8,8,13,13,0.01,0,inactive
Caetetus,5658,18-08,8,2,8,52,8/15/2018,15:00,-22.39421,-49.6983917,624,2,0,32,32,08/15/18-15:00,8,8,15,15,0.06,0,active
Caetetus,5658,18-08,8,2,8,52,8/15/2018,17:00,-22.3939883,-49.6954667,539,22,12,61,31,08/15/18-17:00,8,8,17,17,0.36,0.2,active
Caetetus,5658,18-08,8,2,8,52,8/15/2018,19:00,-22.39359,-49.68521,569,9,1,30,31,08/15/18-19:00,8,8,19,19,0.3,0.03,active
Caetetus,5658,18-08,8,2,8,52,8/15/2018,21:00,-22.3937283,-49.68304,634,0,0,58,31,08/15/18-21:00,8,8,21,21,0,0,inactive
Caetetus,5658,18-08,8,2,8,52,8/15/2018,23:00,-22.391355,-49.682815,659,26,24,139,29,08/15/18-23:00,8,8,23,23,0.19,0.17,active
Caetetus,5658,18-08,8,2,8,53,8/16/2018,1:00,-22.389015,-49.684965,550,0,0,30,31,08/16/18-01:00,8,8,1,1,0,0,inactive
Caetetus,5658,18-08,8,2,8,53,8/16/2018,3:00,-22.3888967,-49.685005,607,0,0,102,33,08/16/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,8,53,8/16/2018,5:00,-22.3888883,-49.6847867,709,0,0,52,32,08/16/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,8,53,8/16/2018,7:00,-22.3884633,-49.68471,630,4,0,42,30,08/16/18-07:00,8,8,7,7,0.1,0,active
Caetetus,5658,18-08,8,2,8,53,8/16/2018,9:00,-22.39347,-49.68546,625,8,2,42,26,08/16/18-09:00,8,8,9,9,0.19,0.05,active
Caetetus,5658,18-08,8,2,8,53,8/16/2018,11:00,-22.401695,-49.69233,619,10,7,42,30,08/16/18-11:00,8,8,11,11,0.24,0.17,active
Caetetus,5658,18-08,8,2,8,53,8/16/2018,13:00,-22.3981383,-49.6963233,523,0,0,102,28,08/16/18-13:00,8,8,13,13,0,0,inactive
Caetetus,5658,18-08,8,2,8,53,8/16/2018,15:00,-22.39582,-49.696115,627,15,5,64,30,08/16/18-15:00,8,8,15,15,0.23,0.08,active
Caetetus,5658,18-08,8,2,8,53,8/16/2018,17:00,-22.3895117,-49.6935433,695,7,0,42,30,08/16/18-17:00,8,8,17,17,0.17,0,active
Caetetus,5658,18-08,8,2,8,53,8/16/2018,21:00,-22.38744,-49.69458,650,8,2,40,27,08/16/18-21:00,8,8,21,21,0.2,0.05,active
Caetetus,5658,18-08,8,2,8,53,8/16/2018,23:00,-22.3885833,-49.69351,671,5,1,31,30,08/16/18-23:00,8,8,23,23,0.16,0.03,active
Caetetus,5658,18-08,8,2,8,54,8/17/2018,1:00,-22.3895533,-49.6892533,538,0,0,62,30,08/17/18-01:00,8,8,1,1,0,0,inactive
Caetetus,5658,18-08,8,2,8,54,8/17/2018,3:00,-22.388405,-49.6890883,634,2,5,33,30,08/17/18-03:00,8,8,3,3,0.06,0.15,active
Caetetus,5658,18-08,8,2,8,54,8/17/2018,5:00,-22.3883883,-49.6890017,673,0,0,41,30,08/17/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,8,54,8/17/2018,7:00,-22.388195,-49.6886833,630,0,0,47,31,08/17/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,8,54,8/17/2018,9:00,-22.3880083,-49.6889683,618,0,0,30,32,08/17/18-09:00,8,8,9,9,0,0,inactive
Caetetus,5658,18-08,8,2,8,54,8/17/2018,11:00,-22.3880717,-49.6888667,674,0,0,101,33,08/17/18-11:00,8,8,11,11,0,0,inactive
Caetetus,5658,18-08,8,2,8,54,8/17/2018,13:00,-22.3852417,-49.6868817,645,6,3,36,27,08/17/18-13:00,8,8,13,13,0.17,0.08,active
Caetetus,5658,18-08,8,2,8,54,8/17/2018,15:00,-22.3834833,-49.6903367,639,26,8,86,31,08/17/18-15:00,8,8,15,15,0.3,0.09,active
Caetetus,5658,18-08,8,2,8,54,8/17/2018,17:00,-22.3799467,-49.6866033,609,0,2,92,30,08/17/18-17:00,8,8,17,17,0,0.02,inactive
Caetetus,5658,18-08,8,2,8,54,8/17/2018,19:00,-22.3792333,-49.6880533,689,12,3,52,29,08/17/18-19:00,8,8,19,19,0.23,0.06,active
Caetetus,5658,18-08,8,2,8,54,8/17/2018,21:00,-22.3873433,-49.6933417,592,0,1,30,28,08/17/18-21:00,8,8,21,21,0,0.03,inactive
Caetetus,5658,18-08,8,2,8,54,8/17/2018,23:00,-22.3876867,-49.6943167,672,9,1,30,27,08/17/18-23:00,8,8,23,23,0.3,0.03,active
Caetetus,5658,18-08,8,2,8,55,8/18/2018,1:00,-22.3912083,-49.696195,644,2,2,30,29,08/18/18-01:00,8,8,1,1,0.07,0.07,active
Caetetus,5658,18-08,8,2,8,55,8/18/2018,3:00,-22.3915983,-49.6989683,592,0,0,31,30,08/18/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,8,55,8/18/2018,21:00,-22.38801,-49.6953167,648,1,0,41,30,08/18/18-21:00,8,8,21,21,0.02,0,inactive
Caetetus,5658,18-08,8,2,8,55,8/18/2018,23:00,-22.3890033,-49.6932717,687,0,0,30,31,08/18/18-23:00,8,8,23,23,0,0,inactive
Caetetus,5658,18-08,8,2,8,56,8/19/2018,1:00,-22.38939,-49.6931267,563,0,0,32,31,08/19/18-01:00,8,8,1,1,0,0,inactive
Caetetus,5658,18-08,8,2,8,56,8/19/2018,3:00,-22.3896983,-49.688495,478,0,0,40,30,08/19/18-03:00,8,8,3,3,0,0,inactive
Caetetus,5658,18-08,8,2,8,56,8/19/2018,5:00,-22.3888767,-49.6890067,663,0,0,60,32,08/19/18-05:00,8,8,5,5,0,0,inactive
Caetetus,5658,18-08,8,2,8,56,8/19/2018,7:00,-22.3897683,-49.6895983,535,0,0,43,33,08/19/18-07:00,8,8,7,7,0,0,inactive
Caetetus,5658,18-08,8,2,8,56,8/19/2018,9:00,-22.39144,-49.6839733,571,8,2,30,30,08/19/18-09:00,8,8,9,9,0.27,0.07,active
Caetetus,5658,18-08,8,2,8,56,8/19/2018,11:00,-22.3934167,-49.6811367,0,0,0,124,32,08/19/18-11:00,8,8,11,11,0,0,inactive
Caetetus,5658,18-08,8,2,8,56,8/19/2018,13:00,-22.3930483,-49.682125,692,2,1,30,29,08/19/18-13:00,8,8,13,13,0.07,0.03,active
Caetetus,5658,18-08,8,2,8,56,8/19/2018,15:00,-22.3920167,-49.6858483,623,9,0,43,31,08/19/18-15:00,8,8,15,15,0.21,0,active
Caetetus,5658,18-08,8,2,8,56,8/19/2018,17:00,-22.3946283,-49.685735,458,5,3,32,30,08/19/18-17:00,8,8,17,17,0.16,0.09,active
Caetetus,5658,18-08,8,2,8,56,8/19/2018,21:00,-22.386505,-49.6834017,532,12,5,34,30,08/19/18-21:00,8,8,21,21,0.35,0.15,active
