Site,Collar#,Year-Month,Month,MonthCount,Week,Day,DateGMT-3,TimeGMT-3,Lat_w84,Long_w84,Altitude,X_mov,Y_mov,TTF,Temperature,DateTime.adeformat,Month2,Month3,Time2,Time3,x_adj,y_adj,Active/Inactive
Caetetus,5658,18-06,6,1,1,1,6/25/2018,21:00,-22.3791533,-49.6878767,592,4,0,67,30,06/25/18-21:00,6,6,21,21,0.06,0,active
Caetetus,5658,18-06,6,1,1,1,6/25/2018,23:00,-22.3788767,-49.68774,696,3,7,103,30,06/25/18-23:00,6,6,23,23,0.03,0.07,inactive
Caetetus,5658,18-06,6,1,1,2,6/26/2018,1:00,-22.3839333,-49.6891383,643,5,0,36,25,06/26/18-01:00,6,6,1,1,0.14,0,active
Caetetus,5658,18-06,6,1,1,2,6/26/2018,3:00,-22.3842733,-49.68823,633,4,7,68,29,06/26/18-03:00,6,6,3,3,0.06,0.1,active
Caetetus,5658,18-06,6,1,1,2,6/26/2018,5:00,-22.3846783,-49.6885417,245,0,0,46,31,06/26/18-05:00,6,6,5,5,0,0,inactive
Caetetus,5658,18-06,6,1,1,2,6/26/2018,7:00,-22.3832533,-49.6848783,0,0,0,166,30,06/26/18-07:00,6,6,7,7,0,0,inactive
Caetetus,5658,18-06,6,1,1,2,6/26/2018,9:00,-22.3897083,-49.6944183,657,0,0,91,30,06/26/18-09:00,6,6,9,9,0,0,inactive
Caetetus,5658,18-06,6,1,1,2,6/26/2018,11:00,-22.3889,-49.6947867,618,2,4,30,31,06/26/18-11:00,6,6,11,11,0.07,0.13,active
Caetetus,5658,18-06,6,1,1,2,6/26/2018,13:00,-22.3868083,-49.688035,576,0,0,96,28,06/26/18-13:00,6,6,13,13,0,0,inactive
Caetetus,5658,18-06,6,1,1,2,6/26/2018,15:00,-22.3868233,-49.68164,767,0,0,68,32,06/26/18-15:00,6,6,15,15,0,0,inactive
Caetetus,5658,18-06,6,1,1,2,6/26/2018,19:00,-22.3911417,-49.6849783,635,0,0,65,33,06/26/18-19:00,6,6,19,19,0,0,inactive
Caetetus,5658,18-06,6,1,1,2,6/26/2018,21:00,-22.389995,-49.6847167,661,20,9,102,32,06/26/18-21:00,6,6,21,21,0.2,0.09,active
Caetetus,5658,18-06,6,1,1,3,6/27/2018,1:00,-22.3895967,-49.68507,698,0,0,63,31,06/27/18-01:00,6,6,1,1,0,0,inactive
Caetetus,5658,18-06,6,1,1,3,6/27/2018,3:00,-22.3888783,-49.6846,683,3,3,51,32,06/27/18-03:00,6,6,3,3,0.06,0.06,active
Caetetus,5658,18-06,6,1,1,3,6/27/2018,5:00,-22.3884,-49.6841517,246,0,0,30,34,06/27/18-05:00,6,6,5,5,0,0,inactive
Caetetus,5658,18-06,6,1,1,3,6/27/2018,7:00,-22.38813,-49.683945,662,0,0,91,33,06/27/18-07:00,6,6,7,7,0,0,inactive
Caetetus,5658,18-06,6,1,1,3,6/27/2018,9:00,-22.3930717,-49.6844133,536,9,7,61,29,06/27/18-09:00,6,6,9,9,0.15,0.11,active
Caetetus,5658,18-06,6,1,1,3,6/27/2018,13:00,-22.3900683,-49.6935783,480,6,4,35,30,06/27/18-13:00,6,6,13,13,0.17,0.11,active
Caetetus,5658,18-06,6,1,1,3,6/27/2018,15:00,-22.3890567,-49.6956133,640,5,8,30,32,06/27/18-15:00,6,6,15,15,0.17,0.27,active
Caetetus,5658,18-06,6,1,1,3,6/27/2018,17:00,-22.3905117,-49.6966333,499,6,4,30,33,06/27/18-17:00,6,6,17,17,0.2,0.13,active
Caetetus,5658,18-06,6,1,1,3,6/27/2018,19:00,-22.3926883,-49.6977717,695,0,0,44,33,06/27/18-19:00,6,6,19,19,0,0,inactive
Caetetus,5658,18-06,6,1,1,3,6/27/2018,21:00,-22.392245,-49.6974433,605,0,0,41,32,06/27/18-21:00,6,6,21,21,0,0,inactive
Caetetus,5658,18-06,6,1,1,3,6/27/2018,23:00,-22.3921983,-49.6977267,614,7,4,153,32,06/27/18-23:00,6,6,23,23,0.05,0.03,active
Caetetus,5658,18-06,6,1,1,4,6/28/2018,1:00,-22.391775,-49.69758,655,0,0,30,32,06/28/18-01:00,6,6,1,1,0,0,inactive
Caetetus,5658,18-06,6,1,1,4,6/28/2018,3:00,-22.393265,-49.69837,840,0,0,42,32,06/28/18-03:00,6,6,3,3,0,0,inactive
Caetetus,5658,18-06,6,1,1,4,6/28/2018,5:00,-22.391775,-49.697845,470,1,0,82,32,06/28/18-05:00,6,6,5,5,0.01,0,inactive
Caetetus,5658,18-06,6,1,1,4,6/28/2018,7:00,-22.3910217,-49.6982367,0,0,0,160,31,06/28/18-07:00,6,6,7,7,0,0,inactive
Caetetus,5658,18-06,6,1,1,4,6/28/2018,9:00,-22.3941,-49.7008533,994,4,3,35,29,06/28/18-09:00,6,6,9,9,0.11,0.09,active
Caetetus,5658,18-06,6,1,1,4,6/28/2018,11:00,-22.39969,-49.696175,591,22,12,82,28,06/28/18-11:00,6,6,11,11,0.27,0.15,active
Caetetus,5658,18-06,6,1,1,4,6/28/2018,13:00,-22.406395,-49.6932017,424,5,1,54,31,06/28/18-13:00,6,6,13,13,0.09,0.02,active
Caetetus,5658,18-06,6,1,1,4,6/28/2018,15:00,-22.4067117,-49.6883733,598,0,0,77,30,06/28/18-15:00,6,6,15,15,0,0,inactive
Caetetus,5658,18-06,6,1,1,4,6/28/2018,17:00,-22.3983233,-49.689075,0,55,35,169,32,06/28/18-17:00,6,6,17,17,0.33,0.21,active
Caetetus,5658,18-06,6,1,1,4,6/28/2018,19:00,-22.390375,-49.6834683,653,0,0,43,29,06/28/18-19:00,6,6,19,19,0,0,inactive
Caetetus,5658,18-06,6,1,1,4,6/28/2018,21:00,-22.3885817,-49.68301,644,0,0,44,29,06/28/18-21:00,6,6,21,21,0,0,inactive
Caetetus,5658,18-06,6,1,1,4,6/28/2018,23:00,-22.3882217,-49.6826633,631,0,0,47,32,06/28/18-23:00,6,6,23,23,0,0,inactive
Caetetus,5658,18-06,6,1,1,5,6/29/2018,1:00,-22.387545,-49.6821133,683,9,7,101,32,06/29/18-01:00,6,6,1,1,0.09,0.07,active
Caetetus,5658,18-06,6,1,1,5,6/29/2018,3:00,-22.3873133,-49.6819483,687,0,0,42,31,06/29/18-03:00,6,6,3,3,0,0,inactive
Caetetus,5658,18-06,6,1,1,5,6/29/2018,5:00,-22.38744,-49.6819083,663,0,0,55,30,06/29/18-05:00,6,6,5,5,0,0,inactive
Caetetus,5658,18-06,6,1,1,5,6/29/2018,7:00,-22.3878483,-49.682445,610,5,3,41,31,06/29/18-07:00,6,6,7,7,0.12,0.07,active
Caetetus,5658,18-06,6,1,1,5,6/29/2018,9:00,-22.38366,-49.681565,641,15,6,70,28,06/29/18-09:00,6,6,9,9,0.21,0.09,active
Caetetus,5658,18-06,6,1,1,5,6/29/2018,11:00,-22.385735,-49.68558,669,20,10,71,29,06/29/18-11:00,6,6,11,11,0.28,0.14,active
Caetetus,5658,18-06,6,1,1,5,6/29/2018,13:00,-22.3864533,-49.6907167,659,5,2,44,31,06/29/18-13:00,6,6,13,13,0.11,0.05,active
Caetetus,5658,18-06,6,1,1,5,6/29/2018,15:00,-22.388415,-49.69463,488,0,0,30,32,06/29/18-15:00,6,6,15,15,0,0,inactive
Caetetus,5658,18-06,6,1,1,5,6/29/2018,19:00,-22.3904017,-49.69818,496,0,0,33,33,06/29/18-19:00,6,6,19,19,0,0,inactive
Caetetus,5658,18-06,6,1,1,5,6/29/2018,21:00,-22.3901633,-49.6979417,588,7,10,45,33,06/29/18-21:00,6,6,21,21,0.16,0.22,active
Caetetus,5658,18-06,6,1,1,5,6/29/2018,23:00,-22.3895117,-49.6974717,643,0,0,70,32,06/29/18-23:00,6,6,23,23,0,0,inactive
Caetetus,5658,18-06,6,1,1,6,6/30/2018,1:00,-22.3878483,-49.6948317,603,2,0,30,29,06/30/18-01:00,6,6,1,1,0.07,0,active
Caetetus,5658,18-06,6,1,1,6,6/30/2018,3:00,-22.3885117,-49.6949583,600,0,0,35,32,06/30/18-03:00,6,6,3,3,0,0,inactive
Caetetus,5658,18-06,6,1,1,6,6/30/2018,5:00,-22.3886733,-49.6948367,626,0,0,30,32,06/30/18-05:00,6,6,5,5,0,0,inactive
Caetetus,5658,18-06,6,1,1,6,6/30/2018,7:00,-22.3893967,-49.6950783,680,0,0,30,32,06/30/18-07:00,6,6,7,7,0,0,inactive
Caetetus,5658,18-06,6,1,1,6,6/30/2018,9:00,-22.389215,-49.6957967,632,0,0,43,32,06/30/18-09:00,6,6,9,9,0,0,inactive
Caetetus,5658,18-06,6,1,1,6,6/30/2018,11:00,-22.3891,-49.6958417,732,0,0,30,31,06/30/18-11:00,6,6,11,11,0,0,inactive
Caetetus,5658,18-06,6,1,1,6,6/30/2018,13:00,-22.3874817,-49.68954,763,1,0,45,33,06/30/18-13:00,6,6,13,13,0.02,0,inactive
Caetetus,5658,18-06,6,1,1,6,6/30/2018,15:00,-22.3816817,-49.6893567,703,32,17,124,27,06/30/18-15:00,6,6,15,15,0.26,0.14,active
Caetetus,5658,18-06,6,1,1,6,6/30/2018,17:00,-22.38386,-49.6859367,648,0,0,80,30,06/30/18-17:00,6,6,17,17,0,0,inactive
Caetetus,5658,18-06,6,1,1,6,6/30/2018,19:00,-22.3877917,-49.6827683,707,6,0,30,30,06/30/18-19:00,6,6,19,19,0.2,0,active
Caetetus,5658,18-07,7,1,1,6,6/30/2018,21:00,-22.3874517,-49.6836117,709,0,0,40,34,06/30/18-21:00,7,7,21,21,0,0,inactive
Caetetus,5658,18-07,7,1,1,6,6/30/2018,23:00,-22.3872483,-49.683395,634,0,0,56,31,06/30/18-23:00,7,7,23,23,0,0,inactive
Caetetus,5658,18-07,7,1,1,7,7/1/2018,1:00,-22.387665,-49.6829967,644,0,0,40,33,07/01/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,1,7,7/1/2018,3:00,-22.3883867,-49.6823933,615,4,4,33,33,07/01/18-03:00,7,7,3,3,0.12,0.12,active
Caetetus,5658,18-07,7,1,1,7,7/1/2018,5:00,-22.3893433,-49.680155,652,0,0,93,30,07/01/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,1,7,7/1/2018,7:00,-22.38973,-49.67962,757,3,3,30,33,07/01/18-07:00,7,7,7,7,0.1,0.1,active
Caetetus,5658,18-07,7,1,1,7,7/1/2018,9:00,-22.3927933,-49.683725,711,2,0,30,28,07/01/18-09:00,7,7,9,9,0.07,0,active
Caetetus,5658,18-07,7,1,1,7,7/1/2018,11:00,-22.3931367,-49.6880533,674,12,4,83,28,07/01/18-11:00,7,7,11,11,0.14,0.05,active
Caetetus,5658,18-07,7,1,1,7,7/1/2018,13:00,-22.4035333,-49.6825733,558,11,4,44,34,07/01/18-13:00,7,7,13,13,0.25,0.09,active
Caetetus,5658,18-07,7,1,1,7,7/1/2018,15:00,-22.408995,-49.681385,668,28,20,92,29,07/01/18-15:00,7,7,15,15,0.3,0.22,active
Caetetus,5658,18-07,7,1,1,7,7/1/2018,17:00,-22.4034317,-49.692455,577,20,0,125,29,07/01/18-17:00,7,7,17,17,0.16,0,active
Caetetus,5658,18-07,7,1,1,7,7/1/2018,19:00,-22.40133,-49.6937917,579,0,0,30,32,07/01/18-19:00,7,7,19,19,0,0,inactive
Caetetus,5658,18-07,7,1,1,7,7/1/2018,21:00,-22.4001333,-49.6949367,621,2,1,50,30,07/01/18-21:00,7,7,21,21,0.04,0.02,inactive
Caetetus,5658,18-07,7,1,2,8,7/2/2018,1:00,-22.3978883,-49.6945917,598,32,24,118,30,07/02/18-01:00,7,7,1,1,0.27,0.2,active
Caetetus,5658,18-07,7,1,2,8,7/2/2018,3:00,-22.3927483,-49.6967,497,2,1,132,29,07/02/18-03:00,7,7,3,3,0.02,0.01,inactive
Caetetus,5658,18-07,7,1,2,8,7/2/2018,5:00,-22.392205,-49.6966883,481,0,0,32,32,07/02/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,2,8,7/2/2018,7:00,-22.391965,-49.69709,556,2,3,73,33,07/02/18-07:00,7,7,7,7,0.03,0.04,inactive
Caetetus,5658,18-07,7,1,2,8,7/2/2018,9:00,-22.38802,-49.6914467,750,8,0,48,29,07/02/18-09:00,7,7,9,9,0.17,0,active
Caetetus,5658,18-07,7,1,2,8,7/2/2018,13:00,-22.3856467,-49.6910217,647,2,0,110,29,07/02/18-13:00,7,7,13,13,0.02,0,inactive
Caetetus,5658,18-07,7,1,2,8,7/2/2018,15:00,-22.3822867,-49.6880317,956,19,14,87,29,07/02/18-15:00,7,7,15,15,0.22,0.16,active
Caetetus,5658,18-07,7,1,2,8,7/2/2018,17:00,-22.3865033,-49.6830933,682,8,0,39,30,07/02/18-17:00,7,7,17,17,0.21,0,active
Caetetus,5658,18-07,7,1,2,8,7/2/2018,19:00,-22.3848083,-49.6832433,519,19,10,53,29,07/02/18-19:00,7,7,19,19,0.36,0.19,active
Caetetus,5658,18-07,7,1,2,8,7/2/2018,21:00,-22.38411,-49.6849217,588,0,0,30,32,07/02/18-21:00,7,7,21,21,0,0,inactive
Caetetus,5658,18-07,7,1,2,8,7/2/2018,23:00,-22.3833867,-49.6845867,663,0,0,177,32,07/02/18-23:00,7,7,23,23,0,0,inactive
Caetetus,5658,18-07,7,1,2,9,7/3/2018,1:00,-22.3832133,-49.6845333,671,0,0,41,32,07/03/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,2,9,7/3/2018,3:00,-22.3816167,-49.6818233,477,11,2,37,31,07/03/18-03:00,7,7,3,3,0.3,0.05,active
Caetetus,5658,18-07,7,1,2,9,7/3/2018,5:00,-22.3836917,-49.685875,464,0,0,100,30,07/03/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,2,9,7/3/2018,7:00,-22.38212,-49.68542,662,0,0,42,31,07/03/18-07:00,7,7,7,7,0,0,inactive
Caetetus,5658,18-07,7,1,2,9,7/3/2018,9:00,-22.38287,-49.68947,622,6,0,33,28,07/03/18-09:00,7,7,9,9,0.18,0,active
Caetetus,5658,18-07,7,1,2,9,7/3/2018,11:00,-22.3812067,-49.6887533,640,1,0,30,30,07/03/18-11:00,7,7,11,11,0.03,0,inactive
Caetetus,5658,18-07,7,1,2,9,7/3/2018,13:00,-22.3882617,-49.6914167,621,10,4,35,29,07/03/18-13:00,7,7,13,13,0.29,0.11,active
Caetetus,5658,18-07,7,1,2,9,7/3/2018,15:00,-22.3850717,-49.6865267,0,33,6,126,30,07/03/18-15:00,7,7,15,15,0.26,0.05,active
Caetetus,5658,18-07,7,1,2,9,7/3/2018,17:00,-22.3865567,-49.6900817,606,4,1,39,30,07/03/18-17:00,7,7,17,17,0.1,0.03,active
Caetetus,5658,18-07,7,1,2,9,7/3/2018,19:00,-22.3895867,-49.6913383,675,0,0,83,31,07/03/18-19:00,7,7,19,19,0,0,inactive
Caetetus,5658,18-07,7,1,2,9,7/3/2018,21:00,-22.387985,-49.6894417,564,0,1,45,31,07/03/18-21:00,7,7,21,21,0,0.02,inactive
Caetetus,5658,18-07,7,1,2,9,7/3/2018,23:00,-22.388015,-49.6890967,648,0,0,53,32,07/03/18-23:00,7,7,23,23,0,0,inactive
Caetetus,5658,18-07,7,1,2,10,7/4/2018,1:00,-22.38786,-49.6887867,0,0,0,155,31,07/04/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,2,10,7/4/2018,3:00,-22.3882933,-49.68899,531,0,0,46,32,07/04/18-03:00,7,7,3,3,0,0,inactive
Caetetus,5658,18-07,7,1,2,10,7/4/2018,5:00,-22.3889217,-49.68927,604,0,0,57,32,07/04/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,2,10,7/4/2018,7:00,-22.388805,-49.6886617,668,0,0,47,33,07/04/18-07:00,7,7,7,7,0,0,inactive
Caetetus,5658,18-07,7,1,2,10,7/4/2018,9:00,-22.3995483,-49.6920183,596,6,2,30,26,07/04/18-09:00,7,7,9,9,0.2,0.07,active
Caetetus,5658,18-07,7,1,2,10,7/4/2018,11:00,-22.4060617,-49.69866,576,5,0,30,29,07/04/18-11:00,7,7,11,11,0.17,0,active
Caetetus,5658,18-07,7,1,2,10,7/4/2018,13:00,-22.4116117,-49.6933217,486,2,2,30,31,07/04/18-13:00,7,7,13,13,0.07,0.07,active
Caetetus,5658,18-07,7,1,2,10,7/4/2018,17:00,-22.386225,-49.687245,0,48,35,145,30,07/04/18-17:00,7,7,17,17,0.33,0.24,active
Caetetus,5658,18-07,7,1,2,10,7/4/2018,19:00,-22.3812317,-49.6816817,673,0,0,92,31,07/04/18-19:00,7,7,19,19,0,0,inactive
Caetetus,5658,18-07,7,1,2,10,7/4/2018,21:00,-22.3802917,-49.68291,736,0,0,41,31,07/04/18-21:00,7,7,21,21,0,0,inactive
Caetetus,5658,18-07,7,1,2,10,7/4/2018,23:00,-22.3804617,-49.68296,645,0,0,130,31,07/04/18-23:00,7,7,23,23,0,0,inactive
Caetetus,5658,18-07,7,1,2,11,7/5/2018,1:00,-22.3804467,-49.6830983,657,0,0,34,31,07/05/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,2,11,7/5/2018,3:00,-22.3814117,-49.6815017,775,0,0,74,33,07/05/18-03:00,7,7,3,3,0,0,inactive
Caetetus,5658,18-07,7,1,2,11,7/5/2018,5:00,-22.380285,-49.683525,672,0,0,42,33,07/05/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,2,11,7/5/2018,7:00,-22.380225,-49.6834983,634,0,0,37,34,07/05/18-07:00,7,7,7,7,0,0,inactive
Caetetus,5658,18-07,7,1,2,11,7/5/2018,9:00,-22.3829817,-49.6873617,577,8,3,46,27,07/05/18-09:00,7,7,9,9,0.17,0.07,active
Caetetus,5658,18-07,7,1,2,11,7/5/2018,11:00,-22.3860983,-49.6911467,709,1,2,32,30,07/05/18-11:00,7,7,11,11,0.03,0.06,inactive
Caetetus,5658,18-07,7,1,2,11,7/5/2018,13:00,-22.3876267,-49.694975,651,8,2,42,29,07/05/18-13:00,7,7,13,13,0.19,0.05,active
Caetetus,5658,18-07,7,1,2,11,7/5/2018,15:00,-22.3900783,-49.6940117,622,36,20,117,29,07/05/18-15:00,7,7,15,15,0.31,0.17,active
Caetetus,5658,18-07,7,1,2,11,7/5/2018,17:00,-22.384265,-49.68944,890,29,13,91,29,07/05/18-17:00,7,7,17,17,0.32,0.14,active
Caetetus,5658,18-07,7,1,2,11,7/5/2018,19:00,-22.3830267,-49.6841533,523,0,0,30,32,07/05/18-19:00,7,7,19,19,0,0,inactive
Caetetus,5658,18-07,7,1,2,11,7/5/2018,21:00,-22.3824033,-49.6845333,676,1,0,31,32,07/05/18-21:00,7,7,21,21,0.03,0,inactive
Caetetus,5658,18-07,7,1,2,11,7/5/2018,23:00,-22.3814733,-49.6841783,695,0,0,83,31,07/05/18-23:00,7,7,23,23,0,0,inactive
Caetetus,5658,18-07,7,1,2,12,7/6/2018,1:00,-22.3814533,-49.6842717,698,0,0,57,32,07/06/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,2,12,7/6/2018,3:00,-22.3815983,-49.6841533,780,0,0,114,32,07/06/18-03:00,7,7,3,3,0,0,inactive
Caetetus,5658,18-07,7,1,2,12,7/6/2018,5:00,-22.3816767,-49.68449,624,0,0,42,33,07/06/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,2,12,7/6/2018,7:00,-22.381275,-49.6845567,651,0,0,92,32,07/06/18-07:00,7,7,7,7,0,0,inactive
Caetetus,5658,18-07,7,1,2,12,7/6/2018,9:00,-22.3857817,-49.68537,701,12,11,57,26,07/06/18-09:00,7,7,9,9,0.21,0.19,active
Caetetus,5658,18-07,7,1,2,12,7/6/2018,11:00,-22.3930517,-49.6835433,586,5,2,30,31,07/06/18-11:00,7,7,11,11,0.17,0.07,active
Caetetus,5658,18-07,7,1,2,12,7/6/2018,13:00,-22.3923567,-49.6829083,644,2,6,30,32,07/06/18-13:00,7,7,13,13,0.07,0.2,active
Caetetus,5658,18-07,7,1,2,12,7/6/2018,17:00,-22.4055217,-49.6948533,517,48,14,162,29,07/06/18-17:00,7,7,17,17,0.3,0.09,active
Caetetus,5658,18-07,7,1,2,12,7/6/2018,19:00,-22.4022717,-49.693065,565,0,0,81,30,07/06/18-19:00,7,7,19,19,0,0,inactive
Caetetus,5658,18-07,7,1,2,12,7/6/2018,21:00,-22.4031,-49.69309,572,0,0,30,33,07/06/18-21:00,7,7,21,21,0,0,inactive
Caetetus,5658,18-07,7,1,2,12,7/6/2018,23:00,-22.40265,-49.6932367,550,3,0,115,33,07/06/18-23:00,7,7,23,23,0.03,0,inactive
Caetetus,5658,18-07,7,1,2,13,7/7/2018,1:00,-22.4030183,-49.69318,557,0,0,43,31,07/07/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,2,13,7/7/2018,3:00,-22.40278,-49.6933917,558,0,0,125,34,07/07/18-03:00,7,7,3,3,0,0,inactive
Caetetus,5658,18-07,7,1,2,13,7/7/2018,5:00,-22.4025767,-49.6928183,601,0,0,96,32,07/07/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,2,13,7/7/2018,7:00,-22.40251,-49.693555,483,0,0,42,29,07/07/18-07:00,7,7,7,7,0,0,inactive
Caetetus,5658,18-07,7,1,2,13,7/7/2018,9:00,-22.40651,-49.6948367,520,14,6,70,24,07/07/18-09:00,7,7,9,9,0.2,0.09,active
Caetetus,5658,18-07,7,1,2,13,7/7/2018,11:00,-22.4029467,-49.70003,510,0,0,65,30,07/07/18-11:00,7,7,11,11,0,0,inactive
Caetetus,5658,18-07,7,1,2,13,7/7/2018,13:00,-22.3908,-49.693065,615,7,1,30,31,07/07/18-13:00,7,7,13,13,0.23,0.03,active
Caetetus,5658,18-07,7,1,2,13,7/7/2018,15:00,-22.3863183,-49.68927,556,17,20,160,28,07/07/18-15:00,7,7,15,15,0.11,0.13,active
Caetetus,5658,18-07,7,1,2,13,7/7/2018,17:00,-22.382965,-49.6889317,726,15,6,53,29,07/07/18-17:00,7,7,17,17,0.28,0.11,active
Caetetus,5658,18-07,7,1,2,13,7/7/2018,19:00,-22.38516,-49.6859417,638,0,0,46,30,07/07/18-19:00,7,7,19,19,0,0,inactive
Caetetus,5658,18-07,7,1,2,13,7/7/2018,21:00,-22.3836517,-49.6846467,654,0,0,60,32,07/07/18-21:00,7,7,21,21,0,0,inactive
Caetetus,5658,18-07,7,1,2,13,7/7/2018,23:00,-22.38318,-49.6843017,690,4,2,30,31,07/07/18-23:00,7,7,23,23,0.13,0.07,active
Caetetus,5658,18-07,7,1,2,14,7/8/2018,1:00,-22.383185,-49.68382,689,0,0,93,32,07/08/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,2,14,7/8/2018,3:00,-22.3827083,-49.6839033,683,0,0,41,35,07/08/18-03:00,7,7,3,3,0,0,inactive
Caetetus,5658,18-07,7,1,2,14,7/8/2018,5:00,-22.382125,-49.6812267,1102,0,0,30,34,07/08/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,2,14,7/8/2018,7:00,-22.3824,-49.68399,630,3,5,38,31,07/08/18-07:00,7,7,7,7,0.08,0.13,active
Caetetus,5658,18-07,7,1,2,14,7/8/2018,9:00,-22.3855117,-49.6844783,667,15,7,60,25,07/08/18-09:00,7,7,9,9,0.25,0.12,active
Caetetus,5658,18-07,7,1,2,14,7/8/2018,11:00,-22.38716,-49.690905,554,6,7,52,30,07/08/18-11:00,7,7,11,11,0.12,0.13,active
Caetetus,5658,18-07,7,1,2,14,7/8/2018,13:00,-22.3888267,-49.69436,585,4,2,46,34,07/08/18-13:00,7,7,13,13,0.09,0.04,active
Caetetus,5658,18-07,7,1,2,14,7/8/2018,15:00,-22.3833383,-49.692865,883,17,4,76,29,07/08/18-15:00,7,7,15,15,0.22,0.05,active
Caetetus,5658,18-07,7,1,2,14,7/8/2018,17:00,-22.3825817,-49.6904567,620,62,19,124,30,07/08/18-17:00,7,7,17,17,0.5,0.15,active
Caetetus,5658,18-07,7,1,2,14,7/8/2018,19:00,-22.380815,-49.6851867,690,0,0,43,32,07/08/18-19:00,7,7,19,19,0,0,inactive
Caetetus,5658,18-07,7,1,2,14,7/8/2018,21:00,-22.3810017,-49.68528,767,0,0,80,32,07/08/18-21:00,7,7,21,21,0,0,inactive
Caetetus,5658,18-07,7,1,2,14,7/8/2018,23:00,-22.3811967,-49.6840183,763,0,0,99,32,07/08/18-23:00,7,7,23,23,0,0,inactive
Caetetus,5658,18-07,7,1,3,15,7/9/2018,1:00,-22.381255,-49.6841083,687,0,0,30,32,07/09/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,3,15,7/9/2018,3:00,-22.3812767,-49.6844067,552,0,0,121,32,07/09/18-03:00,7,7,3,3,0,0,inactive
Caetetus,5658,18-07,7,1,3,15,7/9/2018,5:00,-22.3811233,-49.6844717,589,0,0,43,32,07/09/18-05:00,7,7,5,5,0,0,inactive
Caetetus,5658,18-07,7,1,3,15,7/9/2018,7:00,-22.38099,-49.6843533,654,0,1,43,30,07/09/18-07:00,7,7,7,7,0,0.02,inactive
Caetetus,5658,18-07,7,1,3,15,7/9/2018,9:00,-22.38223,-49.68156,687,9,8,35,25,07/09/18-09:00,7,7,9,9,0.26,0.23,active
Caetetus,5658,18-07,7,1,3,15,7/9/2018,11:00,-22.3853633,-49.6865517,638,8,3,45,28,07/09/18-11:00,7,7,11,11,0.18,0.07,active
Caetetus,5658,18-07,7,1,3,15,7/9/2018,13:00,-22.38682,-49.6907217,709,16,11,66,30,07/09/18-13:00,7,7,13,13,0.24,0.17,active
Caetetus,5658,18-07,7,1,3,15,7/9/2018,15:00,-22.3820983,-49.69263,3105,7,2,76,31,07/09/18-15:00,7,7,15,15,0.09,0.03,active
Caetetus,5658,18-07,7,1,3,15,7/9/2018,17:00,-22.37937,-49.6849967,1950,4,1,38,29,07/09/18-17:00,7,7,17,17,0.11,0.03,active
Caetetus,5658,18-07,7,1,3,15,7/9/2018,19:00,-22.3833533,-49.68535,666,0,0,43,31,07/09/18-19:00,7,7,19,19,0,0,inactive
Caetetus,5658,18-07,7,1,3,15,7/9/2018,21:00,-22.3834717,-49.685765,637,0,0,56,33,07/09/18-21:00,7,7,21,21,0,0,inactive
Caetetus,5658,18-07,7,1,3,15,7/9/2018,23:00,-22.3829683,-49.6853767,0,0,0,171,33,07/09/18-23:00,7,7,23,23,0,0,inactive
Caetetus,5658,18-07,7,1,3,16,7/10/2018,1:00,-22.38297,-49.6850133,662,0,0,79,31,07/10/18-01:00,7,7,1,1,0,0,inactive
Caetetus,5658,18-07,7,1,3,16,7/10/2018,3:00,-22.3826483,-49.685525,638,0,0,98,32,07/10/18-03:00,7,7,3,3,0,0,inactive
Caetetus,5658,18-07,7,1,3,16,7/10/2018,5:00,-22.382775,-49.6855183,646,2,0,59,34,07/10/18-05:00,7,7,5,5,0.03,0,inactive
Caetetus,5658,18-07,7,1,3,16,7/10/2018,7:00,-22.3828433,-49.6856333,685,0,0,96,31,07/10/18-07:00,7,7,7,7,0,0,inactive
Caetetus,5658,18-07,7,1,3,16,7/10/2018,9:00,-22.38303,-49.6899267,614,2,0,34,24,07/10/18-09:00,7,7,9,9,0.06,0,active
Caetetus,5658,18-07,7,1,3,16,7/10/2018,11:00,-22.3865133,-49.6893383,508,14,5,56,26,07/10/18-11:00,7,7,11,11,0.25,0.09,active
